,PS1,PS2,PS3,PS4,PS5,PS6,EPS1,FS1,FS2,TS1,TS2,TS3,TS4,VS1,CE,CP,SE
0,0.22571865963599272,0.72480181200453,0.10330359039728065,0.0,0.1387115496227514,0.1358099878197324,0.20525963895698673,0.35231212461545974,0.25814091178211956,0.8290918485983723,0.8307792631235734,0.8265401514443305,0.8395348837209301,0.11148812409112943,0.10515204033401607,0.2942419440042262,0.6501093439363819
1,0.22537846572546355,0.7232520712880729,0.10165710643722116,0.0,0.15322112594312304,0.15164433617539716,0.20525963895698673,0.35231212461545974,0.25814091178211956,0.8290918485983723,0.8307792631235734,0.8265401514443305,0.8395348837209301,0.11148812409112943,0.10515204033401607,0.2942419440042262,0.6501093439363819
2,0.22758972614390197,0.7219407522203016,0.09873592521776078,0.0,0.16018572257690056,0.15956151035322794,0.20525963895698673,0.35231212461545974,0.25814091178211956,0.8290918485983723,0.8307792631235734,0.8265401514443305,0.8395348837209301,0.11148812409112943,0.10515204033401607,0.2942419440042262,0.6501093439363819
3,0.21245109712536164,0.7156821839423019,0.11785638410877416,0.0,0.16018572257690056,0.15956151035322794,0.20525963895698673,0.35231212461545974,0.25814091178211956,0.8290918485983723,0.8307792631235734,0.8265401514443305,0.8395348837209301,0.11148812409112943,0.10515204033401607,0.2942419440042262,0.6501093439363819
4,0.16125191359074706,0.6978601657030458,0.11371361801572127,0.0,0.1491584445734182,0.15103532277710166,0.20525963895698673,0.35231212461545974,0.25814091178211956,0.8290918485983723,0.8307792631235734,0.8265401514443305,0.8395348837209301,0.11148812409112943,0.10515204033401607,0.2942419440042262,0.6501093439363819
5,0.1321653342405173,0.686117899505275,0.09751434034416827,0.0,0.1387115496227514,0.1327649208282592,0.20748829953198117,0.35231212461545974,0.25814091178211956,0.8290918485983723,0.8307792631235734,0.8265401514443305,0.8395348837209301,0.11148812409112943,0.10515204033401607,0.2942419440042262,0.6501093439363819
6,0.1962918863752338,0.5671335757286761,0.06139791799447631,0.0,0.12768427161926904,0.12545676004872178,0.2097169601069756,0.35231212461545974,0.25814091178211956,0.8290918485983723,0.8307792631235734,0.8265401514443305,0.8395348837209301,0.11148812409112943,0.10515204033401607,0.2942419440042262,0.6501093439363819
7,0.2568464024493961,0.3525540919115456,0.011631612492033143,0.0,0.12768427161926904,0.12423873325213292,0.21060842433697358,0.35231212461545974,0.25814091178211956,0.8290918485983723,0.8307792631235734,0.8265401514443305,0.8395348837209301,0.11148812409112943,0.10515204033401607,0.2942419440042262,0.6501093439363819
8,0.2638203776152406,0.230362996960124,0.0,0.0,0.13522925130586214,0.13398294762484803,0.21172275462447077,0.35231212461545974,0.25814091178211956,0.8290918485983723,0.8307792631235734,0.8265401514443305,0.8395348837209301,0.11148812409112943,0.10515204033401607,0.2942419440042262,0.6501093439363819
9,0.2685830923626466,0.18538475293556653,0.0,0.0,0.1474172954149746,0.14799025578562847,0.21216848673946925,0.35231212461545974,0.25814091178211956,0.8290918485983723,0.8307792631235734,0.8265401514443305,0.8395348837209301,0.11148812409112943,0.10515204033401607,0.2942419440042262,0.6501093439363819
10,0.2714747406021434,0.15199380103713417,0.0,0.0,0.15728380731282685,0.1552984165651648,0.21261421885446824,0.0414082718882758,0.24097098875074008,0.8290918485983723,0.8307792631235734,0.8265401514443305,0.8395348837209301,0.11148812409112943,0.10515204033401607,0.2942419440042262,0.6501093439363819
11,0.27776832794693,0.12470644334505572,0.0,0.0,0.1578641903656414,0.15956151035322794,0.21305995096946723,0.0414082718882758,0.24097098875074008,0.8290918485983723,0.8307792631235734,0.8265401514443305,0.8395348837209301,0.11148812409112943,0.10515204033401607,0.2942419440042262,0.6501093439363819
12,0.2850824970233032,0.10230672945103415,0.0,0.0,0.15612304120719675,0.1522533495736905,0.21328281702696647,0.0414082718882758,0.24097098875074008,0.8290918485983723,0.8307792631235734,0.8265401514443305,0.8395348837209301,0.11148812409112943,0.10515204033401607,0.2942419440042262,0.6501093439363819
13,0.29103589045756106,0.08400786791440662,0.0,0.0,0.14219384793963966,0.14250913520097538,0.21328281702696647,0.0414082718882758,0.24097098875074008,0.8290918485983723,0.8307792631235734,0.8265401514443305,0.8395348837209301,0.11148812409112943,0.10515204033401607,0.2942419440042262,0.6501093439363819
14,0.29835005953393423,0.06891577755260177,0.0,0.0,0.12826465467208356,0.1266747868453117,0.2135056830844662,0.0414082718882758,0.24097098875074008,0.8290918485983723,0.8307792631235734,0.8265401514443305,0.8395348837209301,0.11148812409112943,0.10515204033401607,0.2942419440042262,0.6501093439363819
15,0.30719510120768845,0.056720510222328185,0.0,0.0,0.12246082414393512,0.1199756394640687,0.2135056830844662,0.0414082718882758,0.24097098875074008,0.8290918485983723,0.8307792631235734,0.8265401514443305,0.8395348837209301,0.11148812409112943,0.10515204033401607,0.2942419440042262,0.6501093439363819
16,0.3131484946419459,0.047308815640460154,0.0,0.0,0.12478235635519429,0.12545676004872178,0.2135056830844662,0.0414082718882758,0.24097098875074008,0.8290918485983723,0.8307792631235734,0.8265401514443305,0.8395348837209301,0.11148812409112943,0.10515204033401607,0.2942419440042262,0.6501093439363819
17,0.3191018880762033,0.03958395422304345,0.0,0.0,0.13580963435867666,0.1358099878197324,0.2135056830844662,0.0414082718882758,0.24097098875074008,0.8290918485983723,0.8307792631235734,0.8265401514443305,0.8395348837209301,0.11148812409112943,0.10515204033401607,0.2942419440042262,0.6501093439363819
18,0.3277768327946932,0.03306312213148955,0.0,0.0,0.14393499709808533,0.14981729598051172,0.2135056830844662,0.0414082718882758,0.24097098875074008,0.8290918485983723,0.8307792631235734,0.8265401514443305,0.8395348837209301,0.11148812409112943,0.10515204033401607,0.2942419440042262,0.6501093439363819
19,0.33560129273686035,0.028127794003695524,0.0,0.0,0.15380150899593759,0.15408038976857594,0.2135056830844662,0.0414082718882758,0.24097098875074008,0.8290918485983723,0.8307792631235734,0.8265401514443305,0.8395348837209301,0.11148812409112943,0.10515204033401607,0.2942419440042262,0.6501093439363819
20,0.3430855587684984,0.024211718424032903,0.0,0.0,0.1526407428903075,0.15286236297198602,0.2135056830844662,0.020655305434835687,0.2539964476021316,0.8290918485983723,0.8307792631235734,0.8265401514443305,0.8395348837209301,0.11148812409112943,0.10515204033401607,0.2942419440042262,0.6501093439363819
21,0.3503997278448715,0.020957262919473085,0.0,0.0,0.1410330818340106,0.14129110840438547,0.2135056830844662,0.020655305434835687,0.2539964476021316,0.8290918485983723,0.8307792631235734,0.8265401514443305,0.8395348837209301,0.11148812409112943,0.10515204033401607,0.2942419440042262,0.6501093439363819
22,0.35805409083177436,0.018209453418370387,0.0,0.0,0.1271038885664545,0.1272838002436061,0.2135056830844662,0.020655305434835687,0.2539964476021316,0.8290918485983723,0.8307792631235734,0.8265401514443305,0.8395348837209301,0.11148812409112943,0.10515204033401607,0.2942419440042262,0.6501093439363819
23,0.36502806599761883,0.015831197472730523,0.0,0.0,0.11665699361578666,0.11936662606577428,0.2135056830844662,0.020655305434835687,0.2539964476021316,0.8290918485983723,0.8307792631235734,0.8265401514443305,0.8395348837209301,0.11148812409112943,0.10515204033401607,0.2942419440042262,0.6501093439363819
24,0.3713216533424054,0.014019192942719198,0.0,0.0,0.1183981427742313,0.11571254567600556,0.2135056830844662,0.020655305434835687,0.2539964476021316,0.8290918485983723,0.8307792631235734,0.8265401514443305,0.8395348837209301,0.11148812409112943,0.10515204033401607,0.2942419440042262,0.6501093439363819
25,0.38101717979248184,0.012618465756690707,0.0,0.0,0.12362159024956522,0.1266747868453117,0.22130599509694673,0.020655305434835687,0.2539964476021316,0.8290918485983723,0.8307792631235734,0.8265401514443305,0.8395348837209301,0.11148812409112943,0.10515204033401607,0.2942419440042262,0.6501093439363819
26,0.39105290015308747,0.011503844549085056,0.0,0.0,0.1346488682530476,0.13824604141291116,0.2268776465344328,0.020655305434835687,0.2539964476021316,0.8290918485983723,0.8307792631235734,0.8265401514443305,0.8395348837209301,0.11148812409112943,0.10515204033401607,0.2942419440042262,0.6501093439363819
27,0.3964960027215514,0.010478631459736543,0.0,0.0,0.14393499709808533,0.14859926918392288,0.23088923556942267,0.020655305434835687,0.2539964476021316,0.8290918485983723,0.8307792631235734,0.8265401514443305,0.8395348837209301,0.11148812409112943,0.10515204033401607,0.2942419440042262,0.6501093439363819
28,0.40346997788739586,0.00950110270012517,0.0,0.0,0.14683691236215904,0.15164433617539716,0.2337864943169153,0.020655305434835687,0.2539964476021316,0.8290918485983723,0.8307792631235734,0.8265401514443305,0.8395348837209301,0.11148812409112943,0.10515204033401607,0.2942419440042262,0.6501093439363819
29,0.4126552134716788,0.008565297729033795,0.0,0.0,0.13929193267556594,0.14190012180267988,0.2357922888344105,0.020655305434835687,0.2539964476021316,0.8290918485983723,0.8307792631235734,0.8265401514443305,0.8395348837209301,0.11148812409112943,0.10515204033401607,0.2942419440042262,0.6501093439363819
30,0.421500255145433,0.00782023007689098,0.0,0.0,0.12362159024956522,0.13154689403166925,0.23712948517940696,0.0025880169930172373,0.2646536412078158,0.8290918485983723,0.8307792631235734,0.8265401514443305,0.8395348837209301,0.11148812409112943,0.10515204033401607,0.2942419440042262,0.6501093439363819
