,PS3,EPS1,FS1,TS1,VS1,CP,SE
0,0.55672748004561,0.0846370864324186,0.7355245231607629,0.9502220248667856,0.6402266288951841,0.23624595469255646,0.8148442941000895
1,0.5478905359179019,0.0846370864324186,0.7355245231607629,0.9502220248667856,0.6402266288951841,0.23624595469255646,0.8148442941000895
2,0.5635689851767389,0.0846370864324186,0.7355245231607629,0.9502220248667856,0.6402266288951841,0.23624595469255646,0.8148442941000895
3,0.6413911060433295,0.0846370864324186,0.7355245231607629,0.9502220248667856,0.6402266288951841,0.23624595469255646,0.8148442941000895
4,0.7571265678449259,0.0846370864324186,0.7355245231607629,0.9502220248667856,0.6402266288951841,0.23624595469255646,0.8148442941000895
5,0.7862029646522235,0.0846370864324186,0.7355245231607629,0.9502220248667856,0.6402266288951841,0.23624595469255646,0.8148442941000895
6,0.4789053591790194,0.0846370864324186,0.7355245231607629,0.9502220248667856,0.6402266288951841,0.23624595469255646,0.8148442941000895
7,0.11145952109464083,0.0846370864324186,0.7355245231607629,0.9502220248667856,0.6402266288951841,0.23624595469255646,0.8148442941000895
8,0.0,0.0846370864324186,0.7355245231607629,0.9502220248667856,0.6402266288951841,0.23624595469255646,0.8148442941000895
9,0.0,0.0846370864324186,0.7355245231607629,0.9502220248667856,0.6402266288951841,0.23624595469255646,0.8148442941000895
10,0.0,0.0846370864324186,0.08676771117166211,0.9502220248667856,0.6402266288951841,0.23624595469255646,0.8148442941000895
11,0.0,0.0846370864324186,0.08676771117166211,0.9502220248667856,0.6402266288951841,0.23624595469255646,0.8148442941000895
12,0.0,0.0846370864324186,0.08676771117166211,0.9502220248667856,0.6402266288951841,0.23624595469255646,0.8148442941000895
13,0.0,0.0846370864324186,0.08676771117166211,0.9502220248667856,0.6402266288951841,0.23624595469255646,0.8148442941000895
14,0.0,0.08720184662734037,0.08676771117166211,0.9502220248667856,0.6402266288951841,0.23624595469255646,0.8148442941000895
15,0.0,0.08848422672480126,0.08676771117166211,0.9502220248667856,0.6402266288951841,0.23624595469255646,0.8148442941000895
16,0.0,0.08976660682226215,0.08676771117166211,0.9502220248667856,0.6402266288951841,0.23624595469255646,0.8148442941000895
17,0.0,0.09053603488073857,0.08676771117166211,0.9502220248667856,0.6402266288951841,0.23624595469255646,0.8148442941000895
18,0.0,0.09104898691972303,0.08676771117166211,0.9502220248667856,0.6402266288951841,0.23624595469255646,0.8148442941000895
19,0.0,0.09130546293921499,0.08676771117166211,0.9502220248667856,0.6402266288951841,0.23624595469255646,0.8148442941000895
20,0.0,0.09156193895870693,0.041808583106267026,0.9502220248667856,0.6402266288951841,0.23624595469255646,0.8148442941000895
21,0.0,0.09181841497819945,0.041808583106267026,0.9502220248667856,0.6402266288951841,0.23624595469255646,0.8148442941000895
