,PS3,EPS1,FS1,TS1,VS1,CP,SE
0,0.5678449258836944,0.12310848935624523,0.616825613079019,0.8468472468916519,0.3626062322946176,0.2351672060409924,0.8121206845090041
1,0.55672748004561,0.12310848935624523,0.616825613079019,0.8468472468916519,0.3626062322946176,0.2351672060409924,0.8121206845090041
2,0.5390535917901939,0.12310848935624523,0.616825613079019,0.8468472468916519,0.3626062322946176,0.2351672060409924,0.8121206845090041
3,0.5789623717217788,0.12310848935624523,0.616825613079019,0.8468472468916519,0.3626062322946176,0.2351672060409924,0.8121206845090041
4,0.5835233751425314,0.12310848935624523,0.616825613079019,0.8468472468916519,0.3626062322946176,0.2351672060409924,0.8121206845090041
5,0.5544469783352338,0.12310848935624523,0.616825613079019,0.8468472468916519,0.3626062322946176,0.2351672060409924,0.8121206845090041
6,0.362884834663626,0.12310848935624523,0.616825613079019,0.8468472468916519,0.3626062322946176,0.2351672060409924,0.8121206845090041
7,0.0823831242873432,0.12310848935624523,0.616825613079019,0.8468472468916519,0.3626062322946176,0.2351672060409924,0.8121206845090041
8,0.0,0.12310848935624523,0.616825613079019,0.8468472468916519,0.3626062322946176,0.2351672060409924,0.8121206845090041
9,0.0,0.12310848935624523,0.616825613079019,0.8468472468916519,0.3626062322946176,0.2351672060409924,0.8121206845090041
10,0.0,0.12310848935624523,0.07161103542234332,0.8468472468916519,0.3626062322946176,0.2351672060409924,0.8121206845090041
11,0.0,0.12310848935624523,0.07161103542234332,0.8468472468916519,0.3626062322946176,0.2351672060409924,0.8121206845090041
12,0.0,0.12310848935624523,0.07161103542234332,0.8468472468916519,0.3626062322946176,0.2351672060409924,0.8121206845090041
13,0.0,0.12310848935624523,0.07161103542234332,0.8468472468916519,0.3626062322946176,0.2351672060409924,0.8121206845090041
14,0.0,0.12310848935624523,0.07161103542234332,0.8468472468916519,0.3626062322946176,0.2351672060409924,0.8121206845090041
15,0.0,0.12310848935624523,0.07161103542234332,0.8468472468916519,0.3626062322946176,0.2351672060409924,0.8121206845090041
16,0.0,0.12310848935624523,0.07161103542234332,0.8468472468916519,0.3626062322946176,0.2351672060409924,0.8121206845090041
