,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0,0.25820717809151233,0.7327293318233296,0.10914595283620142,0.0,0.46546720835751554,0.46894031668696756,0.27858257187430363,0.41320376971531814,0.5470692717584377,0.4257417215691341,0.4244724952256742,0.4140880620734785,0.44137779727950854,0.05186621425109064,0.3250039388687569,0.3745377707342843,0.6459443339960239
1,0.2565062085388674,0.7326697264111581,0.10914595283620142,0.0,0.47939640162507263,0.4786845310596838,0.2796969021618009,0.41320376971531814,0.5470692717584377,0.4257417215691341,0.4244724952256742,0.4140880620734785,0.44137779727950854,0.05186621425109064,0.3250039388687569,0.3745377707342843,0.6459443339960239
2,0.25497533594148686,0.7316564344042439,0.11079243679626088,0.0,0.4892629135229249,0.49330085261875756,0.2796969021618009,0.41320376971531814,0.5470692717584377,0.4257417215691341,0.4244724952256742,0.4140880620734785,0.44137779727950854,0.05186621425109064,0.3250039388687569,0.3745377707342843,0.6459443339960239
3,0.25327436638884193,0.7297490612147582,0.11950286806883366,0.0,0.4944863609982588,0.4951278928136419,0.28014263427679936,0.41320376971531814,0.5470692717584377,0.4257417215691341,0.4244724952256742,0.4140880620734785,0.44137779727950854,0.05186621425109064,0.3250039388687569,0.3745377707342843,0.6459443339960239
4,0.2514032998809322,0.7273052393157298,0.13070958147439982,0.0,0.48868253047011034,0.49147381242387317,0.28014263427679936,0.41320376971531814,0.5470692717584377,0.4257417215691341,0.4244724952256742,0.4140880620734785,0.44137779727950854,0.05186621425109064,0.3250039388687569,0.3745377707342843,0.6459443339960239
5,0.2502126211940808,0.7243249687071586,0.13857021457403867,0.0,0.47939640162507263,0.48112058465286256,0.2803655003342991,0.41320376971531814,0.5470692717584377,0.4257417215691341,0.4244724952256742,0.4140880620734785,0.44137779727950854,0.05186621425109064,0.3250039388687569,0.3745377707342843,0.6459443339960239
6,0.28423201224698097,0.6207307623532217,0.10330359039728065,0.0,0.4672083575159602,0.46894031668696756,0.2803655003342991,0.41320376971531814,0.5470692717584377,0.4257417215691341,0.4244724952256742,0.4140880620734785,0.44137779727950854,0.05186621425109064,0.3250039388687569,0.3745377707342843,0.6459443339960239
7,0.29579860520496715,0.37099600643738445,0.03526662417675802,0.0,0.46024376088218266,0.4658952496954933,0.28058836639179835,0.41320376971531814,0.5470692717584377,0.4257417215691341,0.4244724952256742,0.4140880620734785,0.44137779727950854,0.05186621425109064,0.3250039388687569,0.3745377707342843,0.6459443339960239
8,0.27963939445483926,0.19241223103057756,0.0,0.0,0.4660475914103311,0.4652862362971989,0.28058836639179835,0.41320376971531814,0.5470692717584377,0.4257417215691341,0.4244724952256742,0.4140880620734785,0.44137779727950854,0.05186621425109064,0.3250039388687569,0.3745377707342843,0.6459443339960239
9,0.2915461813233546,0.14775585623174584,0.0,0.0,0.4741729541497387,0.476248477466505,0.28058836639179835,0.41320376971531814,0.5470692717584377,0.4257417215691341,0.4244724952256742,0.4140880620734785,0.44137779727950854,0.05186621425109064,0.3250039388687569,0.3745377707342843,0.6459443339960239
